Freq,InputRe,InputIm,OutputRe,OutputIm,Mag,Phase,SmoothMag,SmoothPhase
3244.358,18717.89,0,333.7449,384.2272,-31.1575,50.21928,-28.40358,-393.9773
3249.783,18308.52,0,690.4348,1081.167,-22.77219,60.94931,-28.19218,-393.1086
3255.208,33659.27,0,-116.9777,229.3364,-42.35867,117.4138,-27.99184,-390.1927
3260.634,28292.25,0,-558.1691,554.5354,-31.2873,136.2883,-28.3048,-384.1922
3266.059,25761.5,0,-460.2762,-201.2057,-34.35368,-156.8275,-28.87933,-374.0998
3271.484,25999.55,0,327.2331,-1642.391,-23.72844,-82.39236,-28.78676,-367.0645
3276.91,33811.49,0,-353.4142,-1802.957,-25.40023,-104.1113,-28.65615,-359.0618
3282.335,27577.95,0,-21.57678,-1059.523,-28.32042,-93.3651,-27.49153,-363.2883
3287.76,23769.76,0,206.0169,-772.2342,-29.39598,-76.93953,-27.65386,-360.1961
3293.186,15963.47,0,-25.54279,299.3832,-34.52191,95.94925,-28.05958,-361.7558
3298.611,14166.66,0,196.7393,439.6443,-29.25342,67.69419,-27.93671,-358.1592
3304.036,29987.59,0,-531.8954,1694.703,-24.71502,110.6032,-27.71539,-354.75
3309.462,17401.85,0,-77.69028,1495.771,-21.37329,97.8643,-27.88186,-365.3862
3314.887,15969.77,0,-256.0707,356.5533,-31.35737,126.9441,-27.97425,-378.2137
3320.313,16850.41,0,-316.331,198.538,-33.24913,148.5491,-27.60162,-388.0338
3325.738,23174.88,0,1525.846,462.2785,-22.65916,18.07826,-27.22911,-385.4039
3331.163,24350.97,0,1807.014,605.8226,-21.4619,20.07367,-27.35292,-382.6978
3336.589,15884.81,0,1268.753,1053.796,-18.97308,43.83599,-27.4349,-382.6576
3342.014,10136.94,0,-226.5724,634.8522,-23.75229,113.1464,-27.26472,-383.5966
3347.439,17113.92,0,467.9706,38.34918,-30.99276,4.816796,-27.17585,-386.6454
3352.865,20196.52,0,557.7201,869.7609,-25.58698,59.86648,-27.21493,-391.8011
3358.29,17750.52,0,-422.6902,748.5357,-26.50971,121.8116,-26.89334,-393.6799
3363.715,20297.5,0,-980.8781,-327.6444,-26.2681,-162.4112,-26.86613,-393.4913
3369.141,21135.03,0,-114.1624,-61.21764,-44.2988,-151.9634,-27.38144,-404.2313
3374.566,12960.96,0,339.7237,-777.8799,-23.4621,-69.93448,-27.09845,-413.901
3379.991,15263.02,0,-112.6403,-716.8966,-26.53106,-101.5989,-26.84448,-416.0398
3385.417,8986.73,0,378.3411,-171.797,-26.32834,-25.56513,-26.64222,-413.3638
3390.842,28525.51,0,-237.3344,-1245.664,-27.1219,-103.267,-26.73647,-415.5056
3396.267,34848.69,0,-703.8514,-1937.622,-24.74662,-113.0834,-26.9901,-423.1427
3401.693,27783.73,0,-916.1008,-785.2595,-27.5296,-140.9649,-27.3322,-421.4257
3407.118,31306.27,0,514.6617,-110.4684,-35.34265,-12.31986,-27.28169,-414.6622
3412.543,14136.32,0,890.7028,440.8687,-22.49993,28.24024,-27.43706,-424.5699
3417.969,13606.82,0,-313.5854,806.5251,-24.14382,114.5625,-27.65011,-435.8058
3423.394,20502.36,0,-304.3615,-410.6646,-32.19468,-127.6745,-27.44582,-427.501
3428.819,18238.32,0,279.0032,-922.8735,-25.41458,-76.12054,-26.71695,-415.334
3434.245,16630.51,0,-133.0111,661.146,-27.91579,103.6336,-27.00861,-419.6819
3439.67,15846.65,0,689.3297,1696.533,-18.41167,74.2737,-26.62391,-420.3481
3445.095,14615.16,0,850.4839,-367.5867,-23.44131,-24.90415,-27.22898,-421.3166
3450.521,16414.16,0,-406.7881,-943.0095,-24.29917,-116.5428,-27.23997,-417.7724
3455.946,19986.85,0,-495.0698,305.164,-30.9364,149.2037,-27.15658,-409.9504
3461.372,25701.13,0,-696.1359,472.6656,-29.93213,146.8499,-26.76603,-400.8862
3466.797,27926.86,0,-872.8043,-565.3052,-28.84973,-148.1938,-26.02373,-397.4347
3472.222,16172.11,0,-177.8516,-426.2133,-30.9836,-114.1432,-26.67756,-405.2992
3477.647,15663.8,0,1135.404,222.9812,-21.97802,11.99018,-26.88193,-417.2649
3483.073,9741.918,0,-69.79579,341.584,-28.99257,103.5422,-26.88617,-418.4413
3488.498,16312.59,0,-526.7994,-185.4262,-29.58689,-161.2395,-26.80682,-406.5876
3493.924,13848.18,0,-567.4638,-1638.3,-18.45246,-115.5884,-26.52369,-405.7666
3499.349,17140.92,0,133.3435,-135.446,-39.03491,-45.90446,-26.50845,-407.7686
3504.774,14893.38,0,545.0222,-286.0972,-27.35251,-28.83852,-27.03538,-412.4402
3510.2,13608.87,0,614.8633,686.5913,-22.99552,51.17924,-27.3966,-399.1876
3515.625,16155.44,0,1149.736,1149.82,-19.32797,49.38384,-26.98507,-403.4778
3521.05,16464.63,0,913.7372,1320.03,-19.75448,60.16055,-26.55686,-407.9568
3526.476,11478.91,0,-129.5478,-123.7855,-36.23019,-136.914,-26.58626,-401.964
3531.901,21030.99,0,-580.7289,-576.9201,-28.43559,-136.7177,-26.61393,-397.9297
3537.326,30528.84,0,-667.9573,-359.3709,-32.28372,-152.3791,-26.61503,-399.3717
3542.752,19259.16,0,-1324.991,178.9448,-23.74823,172.8066,-26.70395,-401.994
3548.177,6519.333,0,-243.6305,482.3949,-21.97005,120.8757,-26.5755,-387.7821
3553.603,8167.412,0,805.2038,442.4962,-18.09159,32.23036,-27.33975,-381.5345
3559.028,16063.29,0,-162.2776,-258.7549,-34.50684,-123.0074,-26.71853,-371.9442
3564.453,16382.33,0,-404.7423,137.0264,-31.88496,161.764,-26.38675,-378.2584
3569.878,17282.65,0,722.0648,1049.86,-22.29418,59.10831,-26.3242,-387.8071
3575.304,16847.82,0,940.4281,1078.465,-20.93967,52.78988,-26.80267,-382.9858
3580.729,22838.68,0,692.2448,-274.5549,-29.46708,-22.34431,-27.46307,-379.6731
3586.155,24966.19,0,565.3175,-309.4504,-31.56473,-29.42254,-27.00595,-364.7392
3591.58,15583.26,0,1100.512,-335.6987,-22.00106,-18.29156,-27.01114,-361.1334
3597.005,18440.03,0,351.6442,380.6434,-30.85978,48.47331,-26.42022,-353.5979
3602.431,19905.48,0,-662.7786,653.799,-26.8895,137.2114,-26.89107,-361.0822
3607.856,22632.57,0,403.7491,110.6381,-34.50175,15.60958,-27.34472,-374.868
3613.281,18772.57,0,-888.7942,428.8458,-25.98936,155.4921,-28.00902,-383.7626
3618.707,24325.22,0,-2395.953,-895.0486,-20.38507,-161.4344,-27.86,-375.0138
3624.132,15969.13,0,-1183.174,-775.5651,-21.68197,-149.3443,-28.1848,-376.0509
3629.557,13043.96,0,-394.0813,230.7653,-29.37584,150.6315,-28.6727,-384.7713
3634.983,16945.16,0,-224.1966,278.8763,-33.6229,129.7274,-28.73355,-391.0508
3640.408,10390.61,0,-506.9976,30.69798,-26.63065,176.6965,-28.27406,-397.1319
3645.833,16447.65,0,309.5428,-518.3533,-28.54447,-60.99549,-27.81513,-403.5406
3651.259,18681.35,0,1714.065,159.8354,-19.87449,5.867109,-28.10971,-409.6819
3656.684,18868.42,0,371.188,101.696,-33.63605,15.63661,-28.01112,-412.4341
3662.109,22724.31,0,-608.1923,-125.7513,-31.49673,-168.6268,-27.69159,-418.1645
3667.535,31246.7,0,-717.7806,-351.2056,-32.0419,-154.5573,-26.92571,-423.2
3672.96,23477.87,0,318.3437,538.007,-31.37746,60.71757,-26.69141,-436.198
3678.385,27140.43,0,-241.8757,206.1921,-38.70562,139.9848,-26.99923,-422.5742
3683.811,23912.02,0,-310.4818,-480.2523,-32.54006,-124.0184,-27.12124,-411.1682
3689.236,12947.56,0,258.5628,-951.2288,-22.2176,-79.08044,-26.68216,-417.1339
3694.661,11572.67,0,-1083.746,-707.9515,-19.81782,-150.0472,-26.38939,-426.5297
3700.087,14672.24,0,-1214.911,-379.9266,-21.92731,-164.0044,-26.45439,-437.951
3705.512,15475.12,0,-516.74,-348.3943,-28.18726,-147.2596,-26.28891,-436.6219
3710.938,12115.67,0,419.9424,-66.47592,-28.7894,-9.320805,-26.30887,-439.1553
3716.363,13309.33,0,1148.912,316.1014,-20.17927,16.87226,-26.7977,-447.4107
3721.788,12891.46,0,179.3686,-1525.533,-18.41838,-90.13723,-26.63665,-443.6253
3727.214,19478.29,0,-693.1504,-1649.823,-21.06897,-117.4649,-25.86104,-437.5568
3732.639,16578.65,0,-414.9135,652.1095,-26.84943,124.6647,-25.17854,-440.5568
3738.064,18977.57,0,67.48241,1160.308,-24.24406,90.1827,-24.19401,-450.6839
3743.49,19995.88,0,1657.679,708.4071,-20.15512,25.35163,-24.19754,-444.9519
3748.915,28222.06,0,488.9709,-1067.064,-27.47478,-67.58432,-24.59871,-445.6817
3754.34,26755.53,0,504.775,-916.3829,-27.99575,-63.15184,-25.4908,-441.4728
3759.766,18640.81,0,847.4677,-517.6708,-25.06924,-33.0849,-25.61415,-439.7695
3765.191,10094.46,0,662.6944,-629.2219,-20.29384,-47.33257,-25.29234,-438.2789
3770.616,12121.33,0,-71.93588,-29.66783,-43.90132,-157.7272,-25.2247,-434.346
3776.042,23610.44,0,50.34925,-924.9681,-28.11484,-89.13254,-25.19715,-438.8771
3781.467,13694.85,0,1785.659,-772.9774,-15.75401,-27.12048,-25.32147,-435.6376
3786.892,10511.34,0,1294.425,-45.21592,-17.04498,-2.281679,-25.38345,-433.0787
3792.318,9939.743,0,483.8215,-1091.738,-18.03047,-72.68463,-25.13785,-442.2837
3797.743,16826.18,0,384.0652,-23.92374,-32.61424,-3.647763,-25.37282,-447.7449
3803.168,18462.12,0,-25.82104,-542.5946,-30.64217,-94.40561,-26.28408,-447.9147
3808.594,23311.26,0,132.4848,-239.6808,-38.55172,-61.66059,-26.53913,-437.047
3814.019,27205.97,0,-972.9321,-1366,-24.51767,-128.2356,-26.41612,-425.9928
3819.444,19151.29,0,-614.4846,-1565.7,-21.4291,-115.9574,-26.40205,-418.7856
3824.87,14228.11,0,196.2281,568.2703,-27.36912,73.26894,-26.70043,-425.0292
3830.295,9499.521,0,290.6204,-924.4473,-19.60075,-78.28082,-26.21727,-410.9969
3835.72,15408.85,0,1185.251,-439.357,-21.02896,-22.10835,-26.49621,-401.6365
3841.146,13043.87,0,479.9305,-829.5726,-22.37051,-63.72709,-27.14212,-406.5073
3846.571,7719.917,0,265.9607,-554.7035,-21.69185,-68.63988,-27.51433,-413.5408
3851.997,9758.681,0,301.0415,-132.1642,-29.17851,-24.50321,-27.81958,-415.6652
3857.422,26338.83,0,263.1246,103.9575,-39.29163,21.78684,-27.55563,-419.6186
3862.847,38313.54,0,-840.938,302.8642,-32.83094,160.6367,-26.99123,-415.9345
3868.272,34064.85,0,-1888.564,388.7708,-25.41243,168.9874,-26.18757,-412.5412
3873.698,20502.96,0,-518.7329,1098.686,-24.77376,118.2657,-26.45325,-412.1497
3879.123,15262.57,0,-752.244,-21.3763,-26.55976,-178.4488,-26.82961,-414.3562
3884.549,18715.48,0,-281.1235,270.1873,-33.75505,136.9513,-26.60532,-414.2846
3889.974,23474.82,0,-132.9166,453.5402,-33.97253,107.4346,-26.69099,-405.2913
3895.399,24847.35,0,-532.9901,-685.6658,-29.31816,-129.4066,-26.791,-400.6248
3900.825,21669.43,0,-1107.363,-684.8856,-24.86126,-149.9862,-27.42854,-394.4074
3906.25,26021.59,0,-655.7921,-1461.977,-24.44088,-117.2961,-28.05931,-384.0964
3911.675,24573.27,0,110.6998,-1079.175,-27.07119,-86.66917,-27.9847,-384.307
3917.101,14098.87,0,1407.782,-385.1439,-18.7898,-17.03895,-28.06499,-384.0951
3922.526,20016.73,0,1508.126,235.3831,-21.6749,9.599579,-27.36393,-394.5575
3927.951,15797.65,0,-238.9174,-441.1389,-30.09694,-120.0153,-27.51461,-396.5198
3933.377,13354.32,0,-447.4494,-148.1564,-29.33251,-162.2946,-27.44753,-397.1337
3938.802,17322.4,0,410.7816,1178.649,-22.6592,74.77235,-27.52462,-389.1588
3944.228,11237.43,0,-268.9279,945.1646,-21.39973,110.5786,-27.02636,-399.7368
3949.653,12380.29,0,260.6462,806.0983,-23.12935,75.88699,-26.90212,-412.3075
3955.078,22400.88,0,147.5877,331.2712,-35.75884,66.83897,-26.654,-398.4839
3960.503,19708.34,0,-301.7281,193.424,-34.93795,147.8918,-26.60883,-399.0872
3965.929,13562.65,0,481.7528,-254.1386,-27.61162,-28.92597,-26.58433,-385.6804
3971.354,14401.47,0,114.7247,55.98706,-40.97784,26.23746,-26.17397,-375.1413
3976.78,17038.48,0,1182.644,-1589.511,-18.1086,-59.07427,-26.41338,-366.3578
3982.205,18043.69,0,-404.6536,555.8905,-28.57669,127.7782,-26.52614,-374.5562
3987.63,20322.68,0,-280.9066,1373.259,-23.36504,105.3738,-26.48496,-364.3774
3993.056,23367.16,0,862.8234,-160.9261,-28.1786,-10.97461,-26.54375,-358.26
3998.481,18573.44,0,190.632,-1246.839,-23.2916,-85.18746,-26.87057,-357.6082
4003.906,16318.2,0,-412.8904,-184.5237,-31.3635,-156.5517,-26.89662,-357.1039
4009.332,23075.64,0,-1432.278,531.318,-24.10768,160.8891,-27.43454,-354.6622
4014.757,17211.1,0,-1107.356,-370.6283,-23.91268,-162.6539,-27.14499,-360.3546
4020.182,11819.79,0,-766.8274,231.6563,-23.92641,164.245,-27.0166,-368.3821
4025.608,10435.5,0,-859.4306,1048.089,-18.45355,134.6531,-26.99345,-372.153
4031.033,12069.82,0,-807.0811,192.9306,-23.81752,167.4143,-26.65053,-380.6429
4036.458,9679.178,0,-612.6255,-205.9118,-24.04282,-162.568,-26.90981,-372.6865
4041.884,15684.5,0,-16.68214,542.4739,-29.23215,93.74018,-27.42973,-376.786
4047.309,23808.38,0,577.8556,-373.917,-30.56699,-33.82812,-28.0723,-376.8744
4052.734,19840.03,0,39.832,660.6884,-29.52253,88.46101,-27.93096,-381.1724
4058.16,14859.17,0,-562.6431,1100.145,-21.94669,121.1668,-28.15636,-379.6219
4063.585,14126.29,0,-160.6577,218.821,-34.42551,127.1635,-28.21374,-374.2023
4069.01,15360.28,0,309.3456,-385.2392,-29.67837,-52.70187,-28.45758,-385.3439
4074.436,22478.14,0,503.8152,-185.3916,-32.24168,-20.68575,-28.24569,-382.6655
4079.861,21115.58,0,-254.61,-906.6388,-27.12562,-108.1156,-28.49811,-385.0352
4085.286,17202.87,0,-315.1622,-171.1996,-33.77647,-152.0486,-28.77585,-385.8631
4090.712,18760.41,0,-314.0244,1230.183,-23.55351,108.01,-29.23186,-388.2435
4096.137,19457.35,0,153.7386,135.0028,-39.49485,41.68812,-29.04867,-374.6185
4101.563,6876.487,0,-21.80177,96.61413,-36.85916,103.5187,-28.87927,-373.3367
4106.988,6103.634,0,-47.75373,-334.7476,-25.21046,-101.2337,-28.56441,-376.0964
4112.413,12598.05,0,308.0905,-378.5774,-28.02497,-52.62529,-29.0788,-386.0731
4117.838,13933.38,0,240.0416,-214.9355,-32.56856,-42.74083,-29.53193,-390.3325
4123.264,9528.081,0,104.9507,-308.4795,-29.22836,-73.08569,-29.16559,-400.8771
4128.689,6470.936,0,-127.4273,-694.2046,-19.46286,-106.4073,-29.31734,-406.9263
4134.115,9671.312,0,-130.5626,312.8214,-29.22726,114.4822,-29.40001,-414.3193
4139.54,16838.67,0,-430.6953,964.1391,-24.28605,117.2665,-29.43079,-412.5264
4144.965,17158.88,0,-164.4077,332.2548,-33.39361,117.4261,-28.71715,-407.9367
4150.391,14328.56,0,-707.0395,1295.003,-20.19605,123.5561,-29.01837,-415.2806
4155.816,7739.753,0,-194.1772,364.7915,-25.67463,120.6587,-28.59949,-409.8891
4161.241,6986.785,0,14.32864,-442.8755,-23.95502,-91.78134,-28.53643,-415.2971
4166.667,12712.9,0,-62.60457,-105.9609,-40.32458,-121.0509,-28.68436,-416.5604
4172.092,15598.2,0,349.5546,209.4874,-31.46244,31.72126,-28.7584,-406.9586
4177.518,12529.72,0,-16.51929,-578.3259,-26.7325,-94.27536,-28.3694,-398.9652
4182.943,12240.51,0,-284.7918,-1.34745,-32.86511,-179.7351,-28.29347,-389.6908
4188.368,9632.549,0,-196.0952,-14.21106,-33.97779,-175.9379,-28.59931,-392.3836
4193.793,24478.01,0,364.8269,-916.2518,-27.77195,-70.46495,-28.1781,-392.0658
4199.219,20384.51,0,1392.029,-1692.96,-18.79011,-55.6652,-28.14367,-395.4273
4204.644,13075.51,0,290.3969,-289.5339,-29.87909,-46.21204,-27.72543,-400.4185
4210.069,13987.76,0,-377.3544,182.5757,-30.69842,154.909,-27.96228,-409.0764
4215.495,19626.86,0,318.0689,-55.42953,-35.53478,-10.05008,-28.07685,-420.3433
4220.92,18603.13,0,-429.4214,-591.4526,-28.31694,-127.7613,-28.7526,-419.1263
4226.346,11277.46,0,-326.6879,204.0971,-29.57984,149.0127,-28.11488,-405.432
4231.771,14393.59,0,-478.1321,759.3343,-24.3995,125.1204,-27.77145,-399.7372
4237.196,20054.32,0,-420.3364,739.6568,-27.63396,121.6779,-27.60886,-389.1071
4242.622,14041.37,0,-712.9357,-230.8115,-25.88555,-162.957,-27.29723,-384.7428
4248.047,14626.08,0,-648.5378,1316.08,-20.38176,121.1577,-26.99588,-374.827
4253.472,19377.78,0,883.1877,853.8262,-23.56313,46.67485,-26.73358,-369.4633
4258.897,14571.07,0,792.9434,167.3025,-24.61045,12.60974,-27.18827,-364.8164
4264.323,12348.71,0,373.0288,-545.788,-25.16986,-58.25806,-27.00229,-361.398
4269.748,15461.78,0,-251.0492,-567.0754,-28.08065,-115.9463,-26.68522,-367.0735
4275.174,11225.12,0,57.16747,-125.8949,-38.14568,-66.2236,-26.11489,-363.1996
4280.599,12479.22,0,-569.7573,143.1039,-26.93258,166.5292,-25.98153,-351.6858
4286.024,15611.91,0,-871.3216,512.6545,-24.25047,151.3104,-26.19573,-361.4893
4291.45,11067.11,0,-460.7583,639.2288,-23.31801,128.958,-26.21726,-375.3817
4296.875,10449.05,0,41.00739,-501.6255,-26.32094,-88.08581,-25.825,-373.5503
4302.3,15037.33,0,515.703,310.701,-27.64939,32.29385,-25.6741,-373.9471
4307.726,13153.98,0,740.364,607.5023,-22.26372,42.17216,-26.17866,-371.9897
4313.151,18835.97,0,533.0839,455.2281,-28.33863,41.9205,-26.57903,-380.2593
4318.576,15484.89,0,678.1066,307.3925,-25.97349,25.57457,-26.59404,-383.4077
4324.002,15404.81,0,765.2004,510.8029,-24.03986,35.72309,-26.4538,-384.0614
4329.427,17557.38,0,430.8259,1054.591,-23.55785,71.30242,-26.41743,-383.7491
4334.853,20306.19,0,-397.156,1024.037,-25.51656,114.0296,-25.86089,-388.3642
4340.278,23810.49,0,260.9574,-385.7605,-34.07802,-56.86109,-26.29261,-387.8582
4345.703,18135.97,0,-1065.004,-269.1187,-24.85147,-166.6216,-26.69675,-392.3319
4351.128,12709.84,0,-1401.885,571.5776,-19.39661,160.1377,-27.09447,-395.7893
4356.554,11377.28,0,-884.9143,-146.405,-22.71668,-171.2898,-27.46799,-393.1904
4361.979,8300.302,0,-228.9082,75.44724,-30.97741,162.2648,-27.60224,-402.2527
4367.404,7025.433,0,-105.1886,-145.7571,-31.97102,-126.9879,-27.67039,-395.9666
4372.83,16118.59,0,556.2516,-686.4304,-24.92564,-53.50587,-27.59435,-393.1021
4378.255,23141.1,0,657.1554,-1616.357,-22.22473,-71.98691,-27.33075,-388.6583
4383.681,14006.41,0,-179.0434,-584.6618,-27.31685,-109.3865,-27.0743,-384.9735
4389.106,14519.25,0,-688.9413,-219.6759,-26.45829,-163.1422,-26.73875,-384.0412
4394.531,18481.45,0,-297.2905,15.01668,-35.99865,177.1542,-26.80495,-383.8199
4399.957,16695.08,0,211.2659,316.3604,-32.73756,57.36444,-26.29671,-389.3215
4405.382,10670.96,0,156.8956,225.1102,-31.66999,56.3511,-26.15971,-373.3793
4410.807,18908.04,0,305.7957,-197.8137,-34.16501,-33.50734,-26.70459,-374.6199
4416.232,11644.18,0,-331.1661,-138.1588,-30.46857,-158.0156,-26.77973,-372.5675
4421.658,7366.812,0,-511.8553,55.82903,-23.69497,174.1812,-26.6194,-372.5199
4427.083,17566.97,0,-134.207,804.2628,-26.74176,102.0751,-26.21857,-371.9939
4432.509,18895.72,0,-760.3382,1715.085,-20.4379,118.8956,-26.34978,-375.1374
4437.934,15306,0,-534.2549,1782.791,-18.65442,113.1036,-26.41415,-369.0969
4443.359,11075.92,0,218.0014,1626.044,-16.51124,90.8811,-26.17605,-361.9585
4448.785,12926.01,0,-264.6196,534.0884,-26.90679,118.6752,-26.84364,-357.7852
4454.21,22646.58,0,-1623.42,-232.6334,-23.4049,-172.3943,-26.95684,-364.7582
4459.635,17753.05,0,-1495.274,341.0862,-21.97451,168.1653,-26.55064,-366.6132
4465.061,14206.84,0,-283.1436,304.9265,-30.83904,134.0842,-26.1307,-362.8468
4470.486,10826.88,0,-396.403,-559.1006,-24.29469,-128.1886,-25.7361,-355.4105
4475.912,11442.65,0,-473.3429,148.8018,-27.61048,163.2642,-25.67395,-339.6199
4481.337,14950.3,0,-389.3694,-943.6587,-23.55363,-115.9421,-25.82661,-354.6572
4486.762,16250.96,0,-315.2603,-607.7513,-27.68089,-119.5183,-26.04349,-365.0144
4492.188,9194.437,0,361.7495,460.9419,-23.57655,54.86232,-26.35604,-371.7364
4497.613,10314.58,0,588.9844,457.318,-22.31684,40.51979,-27.19082,-373.342
4503.038,15460.5,0,37.83345,-140.9916,-40.47772,-75.50298,-28.11796,-385.3951
4508.463,23242.02,0,239.2738,140.2185,-38.37575,30.72028,-28.71676,-383.2453
4513.889,18172.17,0,1009.379,315.4916,-24.20733,18.41027,-29.39509,-375.567
4519.314,16262.14,0,-831.1991,910.3564,-22.85143,135.4462,-29.56333,-378.2114
4524.74,17266.98,0,-452.5979,779.6427,-25.87823,122.6553,-29.43134,-380.833
4530.165,12854.03,0,-460.5005,53.65384,-29.16342,173.5852,-29.5403,-370.674
4535.59,20489.1,0,-734.1649,-617.457,-26.90085,-141.6015,-29.98693,-386.2162
4541.016,21969.49,0,-246.2134,-552.9841,-31.29619,-115.4267,-30.39582,-388.0629
4546.441,9445.61,0,377.2913,-147.3676,-27.0015,-22.26632,-30.23367,-380.6901
4551.866,10887.29,0,33.53298,165.0464,-36.18481,79.38657,-30.50398,-386.9345
4557.292,16602.51,0,-254.5781,-82.94958,-35.98113,-162.2347,-30.73006,-392.8949
4562.717,13019.45,0,-133.9789,39.30566,-39.48152,163.821,-29.99772,-391.3595
4568.143,15747.04,0,200.0283,-38.90368,-37.64989,-11.14948,-29.09939,-394.2347
4573.568,17422.8,0,-318.7521,886.6951,-25.50736,112.6338,-28.87158,-394.3124
4578.993,12960.83,0,115.7424,494.4313,-28.06736,79.0291,-29.07063,-400.3844
4584.418,10611.54,0,64.69221,490.5794,-26.58278,85.15096,-29.26951,-408.5052
4589.844,21901.46,0,-300.0693,-92.40469,-36.98983,-163.1225,-29.0893,-423.9081
4595.269,27114.86,0,-616.6307,-299.3689,-32.14033,-154.7223,-28.99859,-425.212
4600.694,17337.41,0,842.3605,555.0953,-24.27578,35.31133,-28.68771,-425.9079
4606.12,14736.47,0,135.6565,-484.8416,-29.25299,-76.27051,-28.57726,-428.206
4611.545,18382.22,0,111.003,-803.2449,-27.06462,-84.64918,-27.81535,-431.6074
4616.971,9465.891,0,380.5519,-332.7073,-25.0985,-43.25966,-27.15563,-423.7796
4622.396,10707.63,0,924.0065,-469.0585,-19.51071,-29.6588,-26.6127,-430.1527
4627.821,12862.42,0,1202.991,326.2867,-19.42342,16.77821,-26.58629,-426.567
4633.247,27156.23,0,1147.431,153.0298,-27.03146,7.933671,-26.88987,-437.7144
4638.672,24608.23,0,520.4642,-549.8691,-30.05483,-47.88137,-26.66663,-441.0326
4644.097,16327.82,0,-783.6496,-484.9006,-25.37895,-149.8751,-26.62256,-438.3828
4649.522,12481.99,0,-727.8709,-150.3214,-24.99605,-168.9832,-26.63982,-425.2708
4654.948,15983.29,0,-581.8802,-760.7786,-24.76763,-130.04,-26.20144,-415.946
4660.373,8733.206,0,191.433,-460.7789,-24.68222,-70.52708,-26.35614,-425.576
4665.799,6097.704,0,539.7948,68.6755,-20.18459,7.958447,-26.13063,-429.9708
4671.224,5750.378,0,417.2275,14.5189,-22.127,2.148986,-26.36876,-421.727
4676.649,10836.05,0,361.7942,199.6738,-28.08006,29.98637,-26.17599,-412.9529
4682.075,17529.01,0,108.86,217.6985,-37.09534,64.14867,-26.27155,-406.0659
4687.5,15782.6,0,-204.8088,-351.8909,-31.8825,-121.4613,-26.49851,-400.0141
4692.925,11474.47,0,720.3488,110.9624,-23.37926,9.348162,-26.15195,-394.8157
4698.351,14250.42,0,-582.4552,509.3821,-25.65735,140.7958,-25.7881,-389.8586
4703.776,13282.44,0,-66.38604,168.4694,-37.35226,112.2302,-25.88954,-386.1278
4709.201,13848.08,0,732.4169,583.5828,-22.93438,41.0952,-25.95646,-381.3931
4714.627,15792.31,0,-672.8616,-163.4227,-27.52432,-166.9172,-26.9218,-381.3964
4720.052,14405.52,0,-888.8904,-191.4718,-24.51739,-168.5612,-26.87157,-385.1784
4725.478,15259.78,0,19.59845,379.5633,-32.06525,88.47089,-28.02939,-391.5031
4730.903,8917.828,0,-625.2639,571.5491,-21.05037,140.9972,-28.23353,-394.4665
4736.328,3902.051,0,-118.3445,317.2938,-21.51744,114.967,-28.09334,-399.2679
4741.753,6720.435,0,-342.2794,270.5919,-24.1897,143.8657,-27.38721,-408.532
4747.179,9513.48,0,-376.4626,950.2666,-19.75374,117.1001,-27.26199,-410.8685
4752.604,5083.904,0,223.1801,293.6093,-22.41394,56.2173,-27.14191,-418.4474
4758.029,11249.31,0,165.4076,-437.0251,-27.50906,-71.52701,-27.04213,-430.3131
4763.455,23451.79,0,430.3619,-1015.314,-26.40149,-69.5546,-26.93779,-438.8743
4768.88,19999.61,0,-72.01575,-86.24171,-45.03979,-130.1096,-27.08052,-433.2772
4774.306,11346.32,0,-671.2505,-420.3102,-23.62732,-149.9499,-27.34698,-426.715
4779.731,9348.045,0,-31.71313,-46.00939,-44.49879,-124.8586,-27.70887,-420.1137
4785.156,9580.991,0,238.3149,-377.9595,-26.41389,-60.08398,-27.47174,-426.7079
4790.582,8571.752,0,175.1022,-431.2518,-25.1362,-70.84138,-27.43741,-431.4617
4796.007,11906.78,0,-578.0859,-770.8778,-22.26669,-130.3997,-27.49343,-436.3695
4801.432,15450.65,0,-543.1542,-93.90933,-29.2528,-170.5272,-27.76551,-438.8935
4806.857,11695.37,0,-962.7471,-625.7001,-20.85756,-149.8096,-27.95424,-437.9954
4812.283,14552.66,0,-249.8284,-952.0739,-23.56202,-108.3833,-28.14791,-443.0923
4817.708,17554.4,0,120.7087,-279.404,-35.16105,-67.55277,-28.30806,-431.6628
4823.134,11972.84,0,-586.3499,242.5384,-25.93178,158.6343,-28.15113,-421.9286
4828.559,11918.98,0,226.8708,-123.225,-33.12003,-29.11245,-27.10626,-408.4453
4833.984,9357.044,0,198.0774,-110.8841,-32.11697,-29.93381,-27.13591,-396.419
4839.41,9983.38,0,286.469,-319.506,-27.0857,-50.00777,-26.54136,-395.608
4844.835,10892.21,0,771.4393,598.0748,-20.32934,41.16728,-26.55349,-397.0973
4850.26,10509.33,0,705.5827,138.3737,-22.69385,11.90425,-26.47456,-392.3492
4855.686,21190.43,0,11.49456,677.4783,-29.90336,90.86015,-26.42863,-387.548
4861.111,18334.94,0,-858.0228,912.4235,-23.71719,135.9618,-26.64365,-384.3685
4866.537,11775.46,0,357.0545,-407.4989,-26.48092,-50.81874,-26.49375,-384.6169
4871.962,14086.33,0,-405.6762,85.07407,-30.87222,168.4925,-26.76722,-372.6674
