Freq,InputRe,InputIm,OutputRe,OutputIm,Mag,Phase,SmoothMag,SmoothPhase
1611.328,68221.16,0,585.4358,-3096.033,-26.64393,-81.91313,-31.6648,-364.677
1616.753,92565.2,0,-262.517,-2417.582,-31.63796,-97.68913,-31.34563,-367.4312
1622.179,87092.48,0,1417.817,616.6946,-34.87235,23.91956,-31.95187,-366.1103
1627.604,95318.99,0,924.4508,-2054.976,-32.44447,-67.02607,-32.11337,-361.6538
1633.03,93997.8,0,-1546.045,-700.6711,-35.00856,-156.04,-32.27577,-374.3504
1638.455,68354.77,0,-1564.131,107.973,-32.98579,176.1396,-32.02421,-376.6581
1643.88,64674.65,0,-1902.284,-52.95875,-30.87761,-178.4509,-32.23653,-373.7122
1649.306,76188.05,0,-1291.884,186.0462,-35.47019,171.9427,-31.97032,-369.8606
1654.731,70087.32,0,197.7937,-197.3064,-47.96442,-45.09108,-31.52565,-367.6521
1660.156,45997.73,0,2784.577,1124.742,-23.16372,23.48564,-31.42065,-364.8156
1665.582,101850.3,0,3529.018,2001.626,-27.69033,30.72777,-31.32311,-356.7272
1671.007,129463.5,0,3163.848,1445.585,-31.20088,25.21176,-31.78092,-348.4839
1676.432,84159.8,0,359.5245,737.9877,-40.1794,64.53067,-32.06078,-336.4186
1681.858,60794.52,0,-1446.79,539.8177,-32.10773,160.0357,-32.58258,-333.9733
1687.283,75485.88,0,-1384.941,-371.5474,-34.58487,-165.2594,-32.41573,-327.0244
1692.708,63271.66,0,1412.36,-1067.895,-30.8668,-38.0822,-32.53175,-330.2667
1698.134,71993.23,0,-112.9422,2415.765,-29.49374,94.59561,-32.29473,-330.0518
1703.559,56989.62,0,-2183.971,4259.07,-21.86486,121.2647,-32.09546,-331.8311
1708.984,50752.46,0,-1986.672,3895.747,-21.65057,121.2444,-32.14007,-343.2365
1714.41,51634.61,0,-815.3544,1966.425,-27.83846,114.6678,-31.20307,-345.7919
1719.835,58581.11,0,-1300.598,1607.593,-29.23872,130.5119,-31.69507,-353.108
1725.26,38606.06,0,-3.270836,594.0693,-36.258,91.19698,-31.75935,-361.1174
1730.686,87134.35,0,-1067.304,489.4378,-37.51501,155.683,-31.78743,-367.277
1736.111,106761.6,0,141.147,526.3331,-45.8301,75.27101,-31.64149,-377.6613
1741.536,73667.09,0,591.7545,2544.265,-28.94063,78.90078,-31.55193,-389.1765
1746.962,90778.74,0,-874.7907,864.7335,-37.44492,135.8718,-31.57558,-386.6538
1752.387,78226.92,0,-3239.836,-38.39362,-28.00854,-179.3481,-31.40047,-376.6051
1757.813,47336.37,0,-1806.714,1382.653,-26.69279,144.1853,-31.44494,-374.3251
1763.238,63783.88,0,378.186,-881.2808,-36.40704,-67.57057,-32.41908,-386.8609
1768.663,46289.55,0,-204.8416,-1780.294,-28.28742,-98.75644,-32.77808,-395.4741
1774.089,73660.79,0,-998.1927,-1223.333,-33.4957,-130.1519,-32.64327,-404.969
1779.514,65496.57,0,-1709.781,-1647.338,-29.04028,-137.4697,-33.18547,-407.032
1784.939,40794.2,0,-232.1929,-1030.194,-31.79043,-104.14,-32.99986,-404.4413
1790.365,34761.82,0,-437.907,-221.4178,-37.1146,-153.538,-32.58851,-419.7782
1795.79,62576.66,0,331.6344,-1889.596,-30.22696,-81.78447,-31.80209,-430.4474
1801.215,68823.56,0,-444.1436,-1136.72,-35.08168,-112.2819,-32.21526,-427.9094
1806.641,93834.59,0,-4251.324,550.7863,-27.1895,172.9398,-32.09932,-431.1727
1812.066,64558.88,0,-1555.753,1241.918,-30.42754,142.4767,-31.87144,-425.8013
1817.491,52237.64,0,-315.7639,-249.2261,-42.32178,-141.9884,-31.89667,-436.6216
1822.917,39080.66,0,707.3124,-1129.553,-29.18949,-59.63176,-31.48026,-425.7349
1828.342,49354.93,0,405.2466,-2724.59,-25.00738,-84.72588,-31.66689,-416.4535
1833.767,37117.07,0,20.13696,344.6407,-40.625,87.18835,-31.66115,-406.0354
1839.193,71799.11,0,-1442.534,1017.336,-32.3602,145.6027,-31.8975,-396.683
1844.618,47998.43,0,-1735.938,-436.3989,-28.87664,-166.3915,-32.58652,-385.9011
1850.043,47592.59,0,-1418.289,-895.4014,-29.31516,-148.7814,-32.35471,-384.1797
1855.469,29596.07,0,-260.981,293.6003,-37.61736,132.1973,-32.41894,-386.8419
1860.894,40718.08,0,287.4174,658.2124,-35.01011,67.34355,-31.9312,-388.9388
1866.319,54098.33,0,1644.918,-3231.579,-23.22305,-66.54874,-32.36343,-397.106
1871.745,60744.37,0,430.237,-2592.958,-27.22254,-83.0407,-32.91293,-412.2664
1877.17,57183.33,0,-2318.02,832.2834,-27.66242,161.0507,-32.09816,-412.6905
1882.595,59764.17,0,-121.7255,1464.298,-32.20659,96.15269,-32.05504,-418.245
1888.021,56466.98,0,54.86737,1208.541,-33.37527,88.62785,-32.23236,-410.1643
1893.446,25209.71,0,263.9736,421.8,-34.00371,58.92929,-31.82046,-411.2898
1898.872,46452.37,0,-120.1979,192.0255,-46.2597,122.2806,-32.21195,-418.5399
1904.297,72530.83,0,-788.6853,-1607.523,-32.24664,-117.3896,-32.48475,-412.2426
1909.722,68401.13,0,-1337.843,-1262.829,-31.57591,-137.6896,-32.25819,-408.1617
1915.148,33453.78,0,-1831.409,-856.8212,-24.83909,-156.3186,-31.80397,-417.7379
1920.573,43332.71,0,655.7687,16.11389,-36.26623,1.429252,-31.3885,-427.5474
1925.998,67184.95,0,-538.5811,-38.99092,-41.96707,-175.8922,-31.83336,-427.1867
1931.424,70637.15,0,-3499.265,-2078.831,-25.21177,-150.8926,-31.72552,-418.509
1936.849,35846.82,0,-1433.144,-97.00916,-28.28389,-176.2767,-31.94901,-420.9087
1942.274,38273.12,0,172.7842,1384.529,-28.73115,84.96763,-31.59716,-424.662
1947.7,35039.42,0,405.9856,772.4935,-31.97497,63.55349,-31.57476,-421.7711
1953.125,34725.78,0,319.6542,-36.91171,-40.58158,-6.648459,-30.98051,-418.5446
1958.55,43165.81,0,659.1964,-437.2948,-34.60547,-34.14875,-29.96149,-420.0593
1963.976,51637.5,0,1479.685,-2577.474,-24.55722,-63.08227,-30.18997,-419.9038
1969.401,56938.9,0,871.01,-2034.808,-28.07883,-68.90487,-30.77413,-420.2108
1974.826,55782.2,0,-2043.853,-1922.655,-26.28535,-138.6545,-31.30803,-411.2301
1980.252,31633.4,0,391.5645,-622.5842,-32.56501,-58.97444,-30.87481,-405.8412
1985.677,41328,0,-244.6435,2340.154,-24.9578,99.18993,-30.03209,-405.5833
1991.102,67361.68,0,-542.7123,1545.111,-32.35577,110.6571,-29.96439,-404.0132
1996.528,37707.44,0,1969.017,579.7004,-24.81785,17.3343,-29.82482,-401.594
2001.953,37916.41,0,-747.4998,455.1703,-32.90479,149.3363,-29.88238,-399.222
2007.378,23657.66,0,-1124.094,1755.412,-21.52442,126.6856,-29.63847,-394.9077
2012.804,23852.22,0,66.49919,1359.863,-24.86022,90.4725,-29.43224,-390.6438
2018.229,38798.6,0,-217.6432,-503.2828,-37.04484,-114.125,-29.46586,-397.2083
2023.655,50651.08,0,-264.3654,-192.6428,-43.8432,-144.136,-29.6509,-401.9439
2029.08,26359.69,0,348.3287,215.9679,-36.05111,32.2751,-29.93144,-403.1846
2034.505,21204.58,0,-358.3683,874.9056,-27.16848,114.5979,-29.71158,-389.8351
2039.931,37066.69,0,-2374.867,-424.7585,-24.27005,-170.4766,-29.32876,-379.8815
2045.356,35072.41,0,-969.6292,-2122.822,-23.79001,-117.92,-29.54929,-385.1217
2050.781,18845.06,0,-569.6085,-881.3062,-25.35306,-125.4746,-29.33351,-385.5355
2056.207,38772.9,0,-868.4222,916.5347,-29.93987,134.7805,-29.17532,-379.5436
2061.632,44692.18,0,-1885.382,961.8079,-26.85286,154.155,-28.79531,-388.9828
2067.057,53240.21,0,113.6075,810.2138,-36.2507,82.89179,-28.97891,-396.7989
2072.483,32052.13,0,-553.7586,-79.16504,-35.31167,-172.0033,-28.94702,-409.5311
2077.908,19957.07,0,-744.252,-243.9263,-28.44305,-162.5287,-28.44589,-410.855
2083.333,25981.5,0,-34.67093,-519.8264,-33.97016,-94.96049,-27.72553,-396.61
2088.759,25422.88,0,-1678.98,1482.659,-21.6683,141.6846,-27.35845,-391.2031
2094.184,26227.4,0,-1395.875,863.4185,-24.52584,150.0515,-27.47587,-400.2167
2099.609,64623.16,0,2040.199,-378.3917,-29.58895,-10.85356,-27.9938,-392.5313
2105.035,30054.98,0,-206.7169,1212.858,-27.82427,101.9676,-28.17245,-381.5908
2110.46,23559.47,0,-1628.155,1362.965,-21.49606,143.1639,-28.09453,-381.0149
2115.885,36610.67,0,1376.273,-1451.683,-24.92446,-48.88676,-28.44549,-391.7511
2121.311,42175.3,0,1768.111,-1268.433,-25.38012,-37.45343,-28.40592,-391.1722
2126.736,22027.88,0,-1446.631,-83.43079,-24.19041,-176.9029,-27.94252,-399.9666
2132.161,26442.15,0,-995.3434,-829.4227,-26.52125,-141.927,-27.78668,-398.1884
2137.587,37869.56,0,-1291.587,627.3918,-28.71572,155.0096,-27.83961,-398.3701
2143.012,36924.08,0,-1188.509,846.285,-28.34226,145.819,-27.68229,-395.9149
2148.438,29385.89,0,282.6759,-917.8193,-29.63442,-74.6882,-28.28131,-401.7746
2153.863,30743.26,0,522.0392,-81.98816,-35.14639,-9.081041,-28.62545,-412.886
2159.288,28961.04,0,-413.1306,1162.49,-27.54179,111.8307,-28.38398,-414.4221
2164.714,40217.05,0,-912.8543,-2526.361,-23.71666,-113.3813,-28.37377,-419.8835
2170.139,46089.46,0,1.098061,-628.243,-37.31007,-90.68082,-28.67263,-420.9957
2175.564,36964.48,0,-1881.146,482.9869,-26.02181,166.3126,-29.02018,-421.3804
2180.99,56720.72,0,-428.0546,-2666.813,-26.51926,-101.7906,-29.12572,-418.7335
2186.415,45232.19,0,-794.1934,-833.2972,-32.03898,-134.6608,-29.31554,-409.6954
2191.84,28391.19,0,-947.0919,-238.2672,-29.55462,-166.344,-29.98195,-398.371
2197.266,55224.98,0,1171.59,-1065.102,-30.66649,-43.40305,-29.82586,-400.249
2202.691,53413.11,0,965.7265,319.0752,-34.2476,18.63208,-29.78765,-400.8473
2208.116,35964.98,0,131.781,-916.9613,-31.75275,-83.2876,-29.54842,-389.4457
2213.542,57921.2,0,2492.962,-2158.089,-24.51802,-43.11152,-29.11314,-394.7866
2218.967,37658.12,0,1472.669,-318.8429,-27.60996,-12.72121,-28.86547,-404.1111
2224.392,23984.14,0,-465.3239,884.9984,-27.77217,119.808,-29.05536,-400.9995
2229.818,38716.98,0,525.5881,-773.5463,-32.22291,-56.96608,-29.06058,-399.5887
2235.243,49251.86,0,1884.959,591.3436,-27.59646,18.13279,-29.80574,-405.3821
2240.668,58143.75,0,2133.877,469.7615,-28.17668,12.89586,-30.25665,-394.9491
2246.094,41844.4,0,-36.77893,392.9599,-40.51591,95.88457,-29.90177,-394.4579
2251.519,20064.67,0,-424.1174,1011.584,-25.4376,115.5729,-29.59214,-390.5768
2256.944,39072.4,0,-1117.288,1265.063,-27.5401,133.2535,-29.38631,-391.6469
2262.37,30708.09,0,-1838.47,533.9215,-24.61048,164.7457,-29.03744,-389.0588
2267.795,28537.17,0,-704.491,-1285.676,-26.00552,-121.2382,-29.31094,-379.7299
2273.22,40411.34,0,547.2585,-3003.859,-22.34083,-83.98404,-29.2408,-384.4168
2278.646,30817.88,0,852.6218,-893.2004,-27.70417,-48.03886,-29.16377,-391.0173
2284.071,60237.79,0,398.0473,-700.2106,-37.4197,-61.05357,-29.2886,-388.1807
2289.497,54605.25,0,320.441,312.9335,-41.67019,44.65118,-29.27093,-393.4948
2294.922,41759.66,0,-297.7231,597.4419,-35.98851,117.3023,-29.14576,-400.2874
2300.347,25555.08,0,-812.7127,-1328.135,-24.58636,-124.3468,-28.96577,-409.3458
2305.772,28920.29,0,320.6015,-1991.749,-23.05245,-84.83961,-28.56157,-421.5702
2311.198,31381.39,0,663.0609,-1324.426,-26.34414,-65.87439,-28.42644,-432.6681
2316.623,29232.12,0,432.7372,1225.12,-26.92133,72.98164,-28.05557,-445.9881
2322.049,41312.02,0,-206.7141,513.928,-37.49625,112.6204,-27.87135,-458.2949
2327.474,30037.98,0,-1684.982,-1470.763,-23.0451,-141.5379,-28.1344,-451.4346
2332.899,36474.04,0,-1655.095,-959.8708,-25.99226,-151.3305,-28.63275,-450.8448
2338.325,61304.87,0,-1910.32,21.42221,-30.39376,179.3769,-28.66995,-453.867
2343.75,51872.92,0,-1331.036,-276.4728,-31.85175,-168.5635,-28.48978,-443.0113
2349.175,27484.21,0,-842.5547,-1360.983,-24.96787,-124.5114,-28.00937,-440.3919
2354.601,14865.6,0,-952.297,-47.28711,-24.39687,-177.3286,-27.42313,-447.3658
2360.026,17727.41,0,-428.1206,-152.8948,-32.02784,-160.8293,-28.1461,-433.5094
2365.451,34724.1,0,-1063.996,-2437.094,-22.59974,-117.481,-28.35952,-427.3361
2370.877,23953.67,0,-2146.412,-1622.749,-19.75197,-146.4674,-28.40112,-417.6539
2376.302,15158,0,38.18298,-1393.568,-20.74184,-93.6965,-28.45326,-417.1054
2381.728,27142.8,0,650.2099,266.0551,-31.52954,22.82894,-27.58331,-421.3973
2387.153,31985.42,0,244.2486,-684.5322,-32.80615,-71.59849,-28.19335,-410.0218
2392.578,19627.91,0,-249.6037,-705.9656,-28.48549,-111.5058,-28.26522,-410.1269
2398.003,34039.97,0,-703.3273,167.0242,-33.6361,166.9165,-28.055,-423.7417
2403.429,44393.82,0,-166.8284,1163.07,-31.58142,99.65784,-28.00519,-420.8426
2408.854,26907.52,0,1478.738,-767.1737,-23.67748,-29.14848,-28.62062,-408.3024
2414.28,36970.8,0,-372.9171,89.52988,-39.76876,166.6373,-28.93393,-394.1015
2419.705,32168.49,0,956.808,897.0103,-27.53437,44.79868,-29.33045,-382.71
2425.13,23500.87,0,-756.7648,738.2621,-27.21764,137.4523,-29.28774,-377.4037
2430.556,25279.14,0,134.9449,990.7596,-28.0163,84.50031,-29.17934,-366.3495
2435.981,18776.65,0,1746.89,646.7219,-19.22729,22.49004,-29.47909,-362.696
2441.406,36021.6,0,-65.14256,577.9188,-35.8559,97.34869,-29.65262,-362.9203
2446.832,65548.63,0,-2545.204,-1329.44,-27.50166,-153.539,-30.39962,-365.9042
2452.257,56418,0,-681.962,-2789.98,-25.97903,-106.533,-30.41793,-352.3249
2457.682,31729.66,0,-255.6826,-886.0541,-30.80579,-107.683,-30.04177,-352.7713
2463.108,46932.42,0,-451.3122,401.4366,-37.89194,138.8327,-29.90536,-353.8272
2468.533,37723.16,0,-532.1942,941.4492,-30.97626,120.8889,-30.25493,-345.9208
2473.958,26435.72,0,53.28132,247.6082,-40.3548,78.39377,-29.87841,-357.6385
2479.384,21537.22,0,1628.689,-159.4173,-21.70289,-6.049131,-29.94312,-364.4764
2484.809,15398.87,0,415.0733,1978.082,-17.47545,85.66961,-30.075,-366.5883
2490.234,20231.9,0,828.6191,-241.6357,-27.03663,-16.97084,-29.83922,-370.3349
2495.66,27167.54,0,443.4998,142.5021,-35.17359,18.11839,-30.17646,-371.7829
2501.085,52918.21,0,-138.894,-143.2981,-48.49325,-134.2606,-29.8622,-371.2792
2506.51,50272.19,0,-1865.46,215.0701,-28.87004,173.6597,-29.68837,-359.8271
2511.936,25810.09,0,-1282.399,561.4774,-25.73672,157.5418,-30.06718,-354.2634
2517.361,36443.11,0,332.7663,1282.047,-28.71687,77.48283,-29.64936,-351.8871
2522.786,46656.7,0,-959.6403,934.4203,-31.01844,136.8871,-28.66137,-361.1657
2528.212,34496.79,0,182.0717,-856.9119,-31.86183,-79.43501,-28.10067,-368.0614
2533.637,24531.4,0,-104.1124,-879.3454,-28.89312,-98.79651,-27.74927,-373.9952
2539.063,24004.33,0,-17.09402,760.9222,-29.98733,93.10126,-28.42036,-379.8368
2544.488,31123.2,0,2034.811,193.8232,-23.06488,5.822988,-29.19591,-387.2535
2549.913,39344.07,0,1800.117,-238.7022,-26.30926,-7.917843,-29.28322,-388.4189
2555.339,33169.94,0,-318.6997,1109.409,-29.2565,107.9252,-28.85182,-387.3497
2560.764,19174.02,0,142.7786,1215.68,-23.85114,86.95642,-27.89763,-381.6866
2566.189,27582.79,0,535.3505,95.36961,-33.93413,10.30297,-27.49406,-393.1335
2571.615,32817.27,0,1458.217,-2014.715,-22.03142,-57.77961,-27.62769,-398.476
2577.04,21492.75,0,1773.984,-2107.947,-17.14426,-56.01883,-27.58033,-398.5585
2582.465,23136.87,0,2141.717,-848.2557,-19.20139,-23.92034,-27.24085,-400.1174
2587.891,29793.99,0,463.2323,-468.1288,-32.97539,-46.2156,-27.31828,-404.1505
2593.316,22800.19,0,-230.0332,-294.5338,-35.79578,-128.7228,-27.34115,-400.6643
2598.741,31229.85,0,228.0328,-593.5609,-33.76215,-70.08119,-27.23518,-400.4116
2604.167,38612.19,0,1035.27,-872.2617,-28.87003,-41.4454,-27.35778,-397.3655
2609.592,32995.87,0,1225.385,985.0945,-26.1142,40.57198,-27.83533,-404.5912
2615.017,19974.49,0,703.9474,-185.7642,-28.45511,-15.33505,-28.23063,-411.2202
2620.443,15150.04,0,654.9024,-1226.047,-20.39514,-66.7255,-28.35805,-412.2797
2625.868,28568.58,0,750.3492,721.1471,-28.54291,45.34808,-28.05409,-410.2706
2631.293,40504.1,0,467.9831,1579.057,-27.72221,75.75043,-29.13086,-407.9958
2636.719,40996.26,0,-486.2982,2611.238,-23.88948,104.1514,-29.66092,-410.0781
2642.144,16456.93,0,-341.4042,-99.2485,-33.48776,-164.129,-29.97475,-416.5652
2647.569,24141.98,0,722.8071,-333.5626,-29.37338,-25.5885,-29.80676,-410.0538
2652.995,30490.74,0,-132.7633,1247.002,-27.762,98.40898,-29.78101,-403.0569
2658.42,21507.24,0,430.1282,1015.025,-25.63949,69.79176,-29.39957,-402.5113
2663.845,49008.55,0,-709.2371,-267.2814,-36.33779,-159.6587,-29.55642,-402.5027
2669.271,42572.32,0,478.4916,-286.31,-37.55798,-31.28429,-29.61776,-398.1209
2674.696,29425.73,0,631.614,1203.734,-26.52685,64.70728,-29.26523,-390.1039
2680.122,41574.76,0,1077.334,1313.302,-27.55104,52.49453,-29.42167,-382.4627
2685.547,43513.13,0,249.6684,-43.80017,-44.64351,-10.00834,-29.08565,-379.2336
2690.972,29733.97,0,-151.6792,-1143.432,-28.27564,-99.7474,-28.73394,-382.3716
2696.397,21565.79,0,-1086.505,-414.894,-25.79191,-160.1494,-28.51805,-386.776
2701.823,15141.97,0,12.51558,509.9937,-29.44748,90.52485,-28.50977,-384.4384
2707.248,15957.54,0,257.9763,83.3629,-35.25493,18.21204,-28.2961,-390.6252
2712.674,29758.96,0,831.3547,-1240.326,-25.75203,-58.62236,-28.32693,-402.4139
2718.099,36451.91,0,672.1993,-571.1085,-32.16395,-41.26608,-28.67826,-406.6495
2723.524,20501.66,0,-587.2349,681.8151,-27.40228,132.5895,-28.05765,-400.2458
2728.95,10921.28,0,-913.6652,516.4005,-21.05192,153.0235,-27.62997,-399.8632
2734.375,14077.78,0,0.2542114,923.4901,-23.68053,93.73747,-27.43699,-407.0172
2739.8,16474.01,0,-455.9985,1356.712,-21.48637,113.1595,-27.25187,-414.4547
2745.226,15583.79,0,1352.422,214,-20.33627,9.85313,-26.52092,-418.6442
2750.651,24118.71,0,2309.645,429.3572,-19.35597,11.65878,-26.56329,-407.0133
2756.076,31012.79,0,-273.8488,-617.7283,-33.31369,-115.0396,-26.71408,-392.3521
2761.502,20760.61,0,-1121.693,-545.1035,-24.88632,-155.5089,-27.21313,-388.9579
2766.927,22972.98,0,-764.6876,-477.7809,-28.4095,-149.1557,-26.87609,-383.747
2772.353,29775.1,0,616.9237,-209.3485,-33.01746,-19.15563,-26.76423,-374.5642
2777.778,26780.48,0,1578.969,-690.1942,-23.30494,-25.17972,-26.54959,-366.0702
2783.203,16931.33,0,563.6481,-232.7422,-28.57673,-23.25143,-26.79296,-366.2704
2788.628,22777.05,0,257.9585,-1678.716,-22.47418,-85.52734,-27.01793,-365.8468
2794.054,37563.38,0,-433.2375,-2459.434,-23.66364,-103.6938,-27.10885,-378.4478
2799.479,44535.9,0,-161.2246,-1525.601,-29.2936,-97.98746,-27.65274,-392.2053
2804.905,24193.92,0,-694.9203,517.8079,-29.16535,144.5009,-27.79729,-394.974
2810.33,20601.58,0,-632.2103,416.6557,-28.95847,147.7374,-28.09718,-392.1554
2815.755,16483.08,0,-159.2567,52.91652,-39.92757,161.802,-27.85238,-381.4557
2821.181,30424.83,0,-711.2993,985.1743,-28.17726,127.6417,-27.97816,-379.2033
2826.606,32635.81,0,-1525.974,1736.627,-23.40297,134.2159,-28.09352,-377.1412
2832.031,28554.77,0,-868.7138,855.3486,-27.65653,137.1093,-27.91408,-371.6788
2837.457,26637.86,0,-387.9124,509.1029,-32.51285,128.3849,-28.17426,-363.7256
2842.882,19258.76,0,-984.1553,339.7172,-25.77651,161.9175,-28.07832,-358.8599
2848.307,22901.72,0,-1251.275,-212.0674,-25.58971,-170.8839,-28.13654,-352.9151
2853.733,17027,0,-392.9953,-29.91002,-32.90814,-175.7461,-28.46557,-345.7569
2859.158,14603.39,0,663.3342,-675.3831,-23.37164,-48.28943,-29.24199,-336.8533
2864.583,14397.91,0,275.3572,684.123,-25.65368,70.84873,-29.34939,-344.7079
2870.009,26841.38,0,-319.339,1011.493,-28.17295,109.6542,-29.07533,-350.2587
2875.434,33612.3,0,-391.7334,-1375.86,-27.52771,-108.2097,-28.23512,-354.829
2880.859,29275.92,0,-208.7113,-821.4417,-30.83206,-105.8519,-28.58071,-367.2186
2886.285,27628.15,0,-59.71505,953.3262,-29.2491,95.55624,-28.88767,-374.6942
2891.71,34390.48,0,-995.3043,820.2423,-28.76887,141.8355,-29.30261,-381.6477
2897.135,31653.73,0,348.3275,1430.437,-26.56189,78.93039,-29.42561,-385.544
2902.561,23543.77,0,1167.643,881.6812,-23.69678,39.31272,-29.67143,-386.3401
2907.986,31715.08,0,645.7111,655.2466,-30.57338,46.62812,-29.98907,-370.8689
2913.411,40446.11,0,4.856323,212.225,-45.59841,88.9898,-29.93799,-355.8232
2918.837,27433.81,0,675.5243,-244.8408,-31.42068,-20.44707,-30.39237,-353.4826
2924.262,25175.96,0,1433.609,802.3572,-23.20338,31.17025,-30.95665,-361.7784
2929.688,22410.69,0,784.0821,1470.643,-22.28315,65.82563,-30.81094,-358.6942
2935.113,39653.64,0,-452.3711,-505.6337,-35.43442,-132.5401,-30.61059,-361.5873
2940.538,55247.22,0,1599.759,-648.8582,-29.8491,-22.77031,-30.41562,-361.7609
2945.964,32066.57,0,474.187,-73.24738,-36.37027,-8.913883,-30.39182,-373.0248
2951.389,22324.13,0,270.2487,278.2743,-35.09586,46.56117,-30.93323,-378.9242
2956.814,22629.87,0,-533.6505,384.1695,-30.93874,145.2004,-31.17995,-388.9174
2962.24,32915.44,0,-733.4188,367.4987,-32.26004,154.0114,-31.32017,-395.0393
2967.665,21172.6,0,-418.8162,360.794,-31.83559,140.2137,-31.45695,-404.6144
2973.09,18246.52,0,403.4104,5.93644,-32.91353,0.8621451,-30.45872,-402.2423
2978.516,7956.283,0,-23.23489,-103.8047,-37.50362,-103.362,-30.37084,-394.108
2983.941,8456.149,0,-494.1758,51.12573,-25.11305,174.4207,-30.22074,-391.047
2989.366,16526.2,0,-1182.71,-247.8681,-23.32044,-168.9654,-30.82305,-387.5721
2994.792,15656.08,0,-213.4777,-699.4736,-26.73752,-109.4958,-30.561,-381.0786
3000.217,21548.4,0,-616.9034,-524.4509,-28.74939,-140.9864,-30.28633,-381.4696
3005.642,24727.3,0,229.593,73.60549,-40.13849,17.94754,-30.00785,-376.4301
3011.068,18538.63,0,-312.1768,-374.8546,-31.74309,-130.9265,-29.63489,-375.7217
3016.493,19110.66,0,52.91833,-886.551,-26.6413,-89.24749,-29.91705,-378.5226
3021.918,14478.13,0,-281.9417,-138.0398,-33.44576,-154.4493,-29.60739,-394.4005
3027.344,22274.08,0,-990.2748,940.0447,-24.63568,138.8045,-29.49739,-407.6154
3032.769,21137.92,0,-622.095,367.8435,-29.57513,150.3727,-28.88848,-409.3826
3038.194,23819.2,0,10.56145,2378.638,-20.05117,95.4509,-28.5608,-405.8903
3043.62,27314.06,0,-369.4089,331.3034,-34.93171,138.7984,-28.3907,-407.443
3049.045,26938.71,0,830.4237,53.77679,-29.93141,3.823217,-28.68423,-394.5511
3054.47,29211.76,0,1511.72,-845.9459,-24.08111,-30.98026,-28.65823,-384.58
3059.896,21922.85,0,-59.52939,652.1653,-30.52213,96.91482,-28.29409,-371.0595
3065.321,24233.83,0,524.8462,884.0154,-27.26376,61.43744,-27.54256,-364.7375
3070.747,20869.58,0,23.15204,298.2394,-36.86412,86.38073,-27.44315,-365.6893
3076.172,15409.55,0,-837.3062,-8.903854,-25.75721,-179.4221,-27.26402,-361.5045
3081.597,16889.92,0,-415.6684,-401.8168,-29.52553,-137.3008,-26.68456,-356.9195
3087.022,24977.74,0,1906.344,-1245.477,-20.12633,-36.24794,-26.83363,-370.2623
3092.448,31209.55,0,781.9391,-437.0112,-30.6223,-30.02285,-27.17571,-375.9865
3097.873,19100.73,0,-1283.249,1129.668,-21.54099,141.814,-27.39132,-378.5787
3103.299,26065.92,0,-150.8677,867.1883,-29.48457,101.7637,-26.57999,-391.8911
3108.724,27936.45,0,-170.7745,1368.987,-26.1916,99.89908,-26.29035,-399.919
3114.149,19661.83,0,-1417.85,1203.433,-21.10247,142.9437,-26.52574,-400.9343
3119.575,24625.77,0,-1347.793,812.4702,-24.35622,150.7094,-26.31009,-409.9447
3125,27689.5,0,-812.0029,-469.35,-29.65549,-150.9149,-25.9402,-418.0301
3130.425,26498.78,0,1774.331,-39.46701,-22.8797,-1.365698,-25.51621,-428.5923
3135.851,21317.72,0,1028.276,-1423.229,-21.27708,-58.16457,-25.67798,-415.6502
3141.276,30124.96,0,-972.9469,-819.7672,-27.76613,-141.3938,-25.49012,-407.3677
3146.701,28295.96,0,352.3443,201.3959,-36.75876,30.16471,-25.71197,-405.5972
3152.127,16715.96,0,734.7417,592.6624,-24.57893,41.01442,-25.26253,-407.1862
3157.552,10210.62,0,-1028.348,-1005.209,-17.89374,-140.7628,-25.40835,-420.1136
3162.978,15286.23,0,-1004.173,-293.0379,-23.84894,-164.7622,-25.15693,-432.0063
3168.403,10825.43,0,237.2094,-290.1502,-29.02434,-52.30231,-25.97781,-430.4494
3173.828,17787.18,0,8.911758,-892.7755,-25.99345,-92.30291,-25.94166,-434.9605
3179.253,15114.76,0,-354.358,-1609.6,-19.49617,-108.3562,-25.85197,-440.3481
3184.679,12933.95,0,-368.156,-384.3266,-27.9604,-135.4239,-25.7811,-433.9075
3190.104,24939.76,0,-5.519135,870.0226,-29.15426,92.36097,-26.17528,-431.451
3195.53,21977.18,0,909.1775,634.4193,-25.58056,36.63196,-26.24647,-425.7789
3200.955,22981.9,0,1252.396,19.28139,-24.78514,0.9328738,-26.94135,-413.4547
3206.38,19360.4,0,832.6177,-1391.075,-21.18406,-63.39141,-26.68081,-408.4013
3211.806,15760.66,0,-579.0231,-769.3335,-24.60303,-129.6619,-27.14627,-417.8223
3217.231,16076.24,0,-866.183,-584.0432,-24.20491,-147.9836,-27.42412,-415.0428
3222.656,17611.66,0,-80.23694,88.15354,-43.42995,132.5938,-27.49799,-412.1546
3228.082,24115.07,0,1554.091,1519.568,-20.34346,48.20975,-27.46447,-414.11
3233.507,18063.39,0,1048.313,736.5201,-22.47261,37.56955,-27.62649,-413.3784
3238.932,16006.21,0,581.6418,-156.7144,-28.16724,-15.66148,-28.342,-403.6496
